state,latitude,longitude,quarter,temperature_2m_meanmean,temperature_2m_meansum,relative_humidity_2m_meanmean,relative_humidity_2m_meansum,wind_speed_10m_maxmax,temperature_2m_maxmax,relative_humidity_2m_maxmax,temperature_2m_minmin,relative_humidity_2m_minmin,precipitation_hours_sum,moderate_drizzle_sum,moderate_rain_sum,light_rain_sum,heavy_rain_sum,overcast_sum,partly_cloudy_sum,clear_sky_sum,light_drizzle_sum,mainly_clear_sum,heavy_drizzle_sum,light_snow_sum,heavy_snow_sum,moderate_snow_sum,year,D0_mean,D1_mean,D2_mean,D3_mean,D4_mean,D0_max,D1_max,D2_max,D3_max,D4_max,state_code,num_colonies,varroa_mites,other_pests_and_parasites,diseases,pesticides,other_or_unknown
Florida,27.766279,-81.686783,2,25.5684997912088,2326.733481,71.5449290989011,6510.588548,35.42846,36.8435,100.0,11.7435,19.343756,452.0,7,18,13,3,11,3,3,17,9,7,0,0,0,2019,26.896153846153844,7.026923076923077,0.0176923076923076,0.0,0.0,39.47,29.4,0.23,0.0,0.0,,232092.80955366662,50.801638401264825,17.93515456339611,10.388403860594964,9.65311342744034,34.41531050973106
Idaho,44.068202,-114.742043,2,2.643092484461538,240.521416086,68.37355973626373,6221.993936,24.675106,17.896,100.0,-13.153999,23.61267,554.0,3,0,2,0,21,6,0,18,1,1,7,11,21,2019,7.105384615384616,1.4023076923076925,0.1915384615384615,0.0,0.0,15.2,4.8,2.49,0.0,0.0,,76742.09270885779,43.98322360986316,25.533170512788534,16.57114490844805,18.57879674539418,3.7528595365473594
Virginia,37.769337,-78.169968,3,25.746886467391302,2368.713555,67.05178073913044,6168.763828,21.24,38.940502,100.0,11.9905,26.326788,199.0,13,5,7,0,34,8,0,17,6,2,0,0,0,2019,22.08230769230769,4.883846153846154,0.0,0.0,0.0,95.52,53.55,0.0,0.0,0.0,VA,9000.0,37.9,18.3,0.9,1.3,3.1
California,36.116203,-119.681564,3,29.140435869565216,2680.9201,28.73669540217391,2643.775977,24.606731,44.2915,75.55826,11.1915,5.4732766,0.0,0,0,0,0,24,13,42,0,13,0,0,0,0,2019,6.657692307692307,0.5684615384615385,0.0007692307692307,0.0,0.0,10.39,2.06,0.01,0.0,0.0,CA,650000.0,49.0,11.5,8.7,16.0,11.1
New York,42.165726,-74.948051,3,17.580131445652174,1617.372093,79.30272959782609,7295.851123,25.420181,27.61,100.0,4.51,28.696163,337.0,9,11,10,2,28,0,1,22,6,3,0,0,0,2019,7.421538461538462,0.0,0.0,0.0,0.0,27.67,0.0,0.0,0.0,0.0,NY,65000.0,30.7,11.5,1.2,8.2,3.8
Iowa,42.011539,-93.210526,3,22.61617756521739,2080.688336,73.01797403260869,6717.653611,34.955242,34.9525,100.0,10.5525,40.181477,269.0,2,20,7,2,31,6,1,16,4,3,0,0,0,2019,26.61692307692308,3.736923076923077,0.0,0.0,0.0,53.28,11.89,0.0,0.0,0.0,IA,30000.0,39.4,7.1,5.8,26.3,27.8
Kentucky,37.66814,-84.670067,3,24.66599816304348,2269.271831,68.63334222826087,6314.267485,19.386593,35.315,100.0,13.365,19.96421,275.0,6,10,4,1,30,8,1,28,2,2,0,0,0,2019,25.74307692307692,8.0,0.7546153846153847,0.0,0.0,94.35,58.67,9.81,0.0,0.0,KY,8000.0,29.2,17.6,0.4,5.2,8.6
Florida,27.766279,-81.686783,3,27.00285214130435,2484.262397,80.18951160869565,7377.435068,30.955812,35.3435,99.70046,19.1935,29.336998,638.0,12,30,13,5,9,4,0,12,1,6,0,0,0,2019,12.26923076923077,3.877692307692308,0.2846153846153846,0.0,0.0,42.83,21.46,0.7,0.0,0.0,FL,210000.0,44.9,20.7,6.3,18.2,11.7
North Carolina,35.630066,-79.806419,3,25.318719,2329.322148,72.43788959782609,6664.285843,26.427528,35.148003,100.0,12.498,29.048502,310.0,6,9,16,2,20,8,3,26,2,0,0,0,0,2019,29.876153846153844,9.133846153846154,0.0123076923076923,0.0,0.0,60.88,28.83,0.16,0.0,0.0,NC,22000.0,26.9,11.3,19.7,4.0,9.7
Oklahoma,35.565342,-96.928917,3,27.64819010869565,2543.63349,67.86599473913044,6243.671516,26.079508,38.463,100.0,17.713001,28.391161,237.0,6,8,1,6,25,10,4,23,7,2,0,0,0,2019,26.70615384615385,11.743846153846151,4.069999999999999,0.7246153846153847,0.0,49.95,24.24,11.87,2.82,0.0,OK,7500.0,29.0,1.4,0.1,0.1,4.4
Missouri,38.456085,-92.288368,3,24.84897716304348,2286.105899,74.64179120652175,6867.044791,23.795427,36.374,100.0,14.924,32.88015,292.0,5,12,5,6,34,1,2,18,5,4,0,0,0,2019,1.5384615384615383,0.0,0.0,0.0,0.0,8.39,0.0,0.0,0.0,0.0,MO,10500.0,18.4,7.1,0.4,0.8,2.1
Wisconsin,44.268543,-89.616508,3,20.20166435869565,1858.553121,73.2179574347826,6736.052084,30.911821,31.7215,100.0,8.5715,36.088497,328.0,7,13,7,5,36,0,1,16,3,4,0,0,0,2019,1.2046153846153846,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,WI,63000.0,46.4,20.5,13.9,18.1,6.5
New Mexico,34.840515,-106.248482,3,21.48582368478261,1976.695779,44.14674181521739,4061.500247,32.619255,32.225,96.54727,10.175,8.36723,123.0,9,2,3,1,33,15,2,21,3,3,0,0,0,2019,43.98230769230769,18.96846153846154,2.0138461538461536,0.0,0.0,59.91,33.27,6.81,0.0,0.0,NM,2400.0,39.5,29.1,0.9,0.0,0.8
West Virginia,38.491226,-80.954456,3,23.492442456521736,2161.304706,71.84596238043478,6609.828539,24.023088,33.713997,100.0,12.214001,27.10174,325.0,8,7,5,3,32,5,0,23,4,5,0,0,0,2019,19.290769230769232,3.582307692307692,0.0,0.0,0.0,99.59,40.29,0.0,0.0,0.0,WV,10000.0,33.7,10.7,0.7,2.7,6.9
Georgia,33.040619,-83.643074,3,26.95408730434783,2479.776032,67.60423936956522,6219.590022,19.255793,37.359497,100.0,15.459499,21.73272,263.0,9,10,7,3,18,8,7,23,5,2,0,0,0,2019,39.63,11.336153846153849,1.466923076923077,0.0,0.0,99.28,56.2,16.11,0.0,0.0,GA,116000.0,52.5,18.6,1.6,25.8,17.1
Hawaii,20.902977,-156.207483,3,27.4477390326087,2525.191991,69.86176209782609,6427.282113,41.8855,32.8075,95.60547,22.4075,37.997433,447.0,10,0,1,0,12,6,0,46,15,2,0,0,0,2019,58.29615384615385,23.82923076923077,4.415384615384616,1.1384615384615384,0.0,78.93,44.25,6.07,1.51,0.0,HI,17000.0,37.2,39.0,0.3,0.0,1.3
Minnesota,46.39241,-94.63623,3,19.36313191304348,1781.408136,71.67398947826088,6594.007032,31.782108,31.286999,100.0,3.387,31.280064,295.0,10,13,2,5,34,4,1,19,3,1,0,0,0,2019,8.07,0.0,0.0,0.0,0.0,23.13,0.0,0.0,0.0,0.0,MN,126000.0,54.9,8.2,4.0,13.4,6.6
Arizona,33.729759,-111.431221,3,26.82786492391304,2468.163573,39.64608716304348,3647.440019,20.240198,38.072002,100.0,12.772,5.73288,165.0,7,5,7,2,33,9,12,10,6,1,0,0,0,2019,44.1,22.30076923076924,5.186923076923078,0.0,0.0,96.7,85.47,25.8,0.0,0.0,AZ,26000.0,29.0,9.9,2.7,11.4,13.2
South Dakota,44.299782,-99.438828,3,21.091525695652173,1940.420364,70.43629726086957,6480.139348,40.743664,33.2235,100.0,6.7735,29.461113,280.0,6,11,8,4,32,8,1,16,3,3,0,0,0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SD,255000.0,10.4,3.5,0.3,14.0,4.0
Indiana,39.849426,-86.258278,3,23.53134764130435,2164.883983,70.74668816304349,6508.695311,27.511158,33.3395,99.693634,13.289499,28.46915,261.0,3,10,9,1,35,6,0,21,4,3,0,0,0,2019,30.44,4.381538461538462,0.0115384615384615,0.0,0.0,76.84,19.23,0.15,0.0,0.0,IN,14000.0,55.7,15.2,3.0,23.1,19.2
Pennsylvania,40.590752,-77.209755,3,22.09158139130435,2032.425488,70.97378639130434,6529.588348,20.172853,34.87,100.0,8.5199995,26.117125,318.0,15,14,8,0,22,5,1,22,2,3,0,0,0,2019,4.94923076923077,0.0961538461538461,0.0,0.0,0.0,53.22,1.25,0.0,0.0,0.0,PA,19000.0,23.4,8.8,1.8,5.0,5.6
Maine,45.367584,-68.972168,3,18.68271797826087,1718.810054,70.85712103260869,6518.855135,25.40743,34.3615,100.0,3.9615002,19.933304,282.0,8,11,6,2,36,3,4,17,1,4,0,0,0,2019,3.613846153846154,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,0.0,ME,11500.0,10.1,0.7,0.1,0.0,0.2
Connecticut,41.597782,-72.755371,3,21.70795516304348,1997.131875,73.93893459782609,6802.381983,23.4,35.0455,100.0,7.1955,25.46942,251.0,8,10,8,2,35,7,3,13,2,4,0,0,0,2019,12.23923076923077,0.0,0.0,0.0,0.0,49.75,0.0,0.0,0.0,0.0,CT,4400.0,24.3,6.9,2.4,0.0,3.9
Mississippi,32.741646,-89.678696,3,27.287193891304344,2510.421838,71.37819201086957,6566.793665,22.545315,37.315,100.0,18.015001,23.662985,305.0,8,10,6,3,16,8,5,23,10,3,0,0,0,2019,8.633846153846154,0.2138461538461538,0.0,0.0,0.0,70.29,2.78,0.0,0.0,0.0,MS,23000.0,59.1,45.6,2.4,25.4,5.1
North Dakota,47.528912,-99.784012,3,18.559757567391305,1707.4976962,69.76585808695653,6418.458944,40.57633,30.437,99.02019,2.487,32.813072,324.0,5,13,9,1,32,12,2,15,0,2,0,0,1,2019,20.505384615384614,4.013076923076923,0.5092307692307692,0.0,0.0,39.54,10.97,2.38,0.0,0.0,ND,530000.0,48.4,10.2,14.7,9.0,23.7
Massachusetts,42.407211,-71.382439,3,21.549206239130434,1982.526974,69.81204066304348,6422.707741,24.122686,35.505997,100.0,6.806,21.919739,203.0,9,6,10,2,41,4,2,16,1,1,0,0,0,2019,6.485384615384616,0.0,0.0,0.0,0.0,52.09,0.0,0.0,0.0,0.0,MA,13500.0,13.0,2.9,0.2,0.0,7.3
Washington,47.400902,-121.490494,3,14.138425790217392,1300.7351727,83.11151911956522,7646.259759,15.815435,27.7805,100.0,0.030500054,27.366922,723.0,12,10,10,0,17,4,2,23,7,5,0,0,2,2019,79.50384615384615,51.76923076923077,11.839230769230769,0.0,0.0,93.12,60.87,18.07,0.0,0.0,WA,85000.0,47.3,0.9,2.5,4.6,9.4
Idaho,44.068202,-114.742043,3,11.38859484673913,1047.7507259,53.87178446739131,4956.204171,24.490587,24.796,100.0,-14.604,12.911402,228.0,7,0,3,0,31,7,8,20,4,4,1,4,3,2019,11.166153846153843,4.5892307692307694,0.5746153846153846,0.0,0.0,16.76,4.87,2.49,0.0,0.0,ID,95000.0,59.9,15.4,21.7,9.9,18.5
Vermont,44.045876,-72.710686,3,16.89916102717391,1554.7228145,75.51508556521739,6947.387872,21.175835,28.7435,100.0,3.9935,33.271267,431.0,11,4,13,3,25,0,4,21,6,5,0,0,0,2019,23.63923076923077,0.0,0.0,0.0,0.0,72.13,0.0,0.0,0.0,0.0,VT,7000.0,22.2,4.3,0.7,0.0,0.5
Colorado,39.059811,-105.311104,3,17.084635657608693,1571.7864805,44.32378182608696,4077.787928,43.928852,30.634499,100.0,3.0845,6.233542,174.0,19,3,11,0,23,6,3,22,1,4,0,0,0,2019,19.392307692307693,2.277692307692308,0.0,0.0,0.0,65.94,10.81,0.0,0.0,0.0,CO,33000.0,79.8,12.5,4.8,10.2,9.4
South Carolina,33.856892,-80.945007,3,27.142537717391303,2497.11347,69.95957090217392,6436.280523,32.32992,36.664997,100.0,15.115,27.397175,274.0,7,9,12,2,19,4,7,22,6,4,0,0,0,2019,59.13,13.48076923076923,2.2346153846153847,0.0,0.0,88.97,44.58,14.75,0.0,0.0,SC,14500.0,44.9,11.6,0.6,16.2,19.6
Nebraska,41.12537,-98.268082,3,23.52729857608696,2164.511469,69.19326145652174,6365.780054,36.158054,35.578503,99.363815,9.4785,32.31348,220.0,8,10,7,2,33,10,2,11,6,3,0,0,0,2019,1.043076923076923,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,NE,40000.0,29.2,2.7,1.8,2.8,7.2
Wyoming,42.755966,-107.30249,3,16.59407295652174,1526.654712,43.27081126086957,3980.914636,57.0404,29.2015,99.315285,0.7515,6.209474,132.0,7,2,4,0,38,9,2,24,5,1,0,0,0,2019,10.171538461538464,0.0,0.0,0.0,0.0,22.73,0.0,0.0,0.0,0.0,WY,24000.0,45.7,0.4,3.3,2.2,6.3
Alabama,32.806671,-86.79113,3,27.566775054347826,2536.143305,66.8502061847826,6150.2189690000005,19.734436,36.88,100.0,18.58,21.139803,252.0,5,13,11,3,22,7,6,16,7,2,0,0,0,2019,41.37769230769231,12.218461538461538,2.606923076923077,0.0153846153846153,0.0,82.74,30.18,4.88,0.2,0.0,AL,7000.0,30.6,24.6,2.9,0.2,9.7
Illinois,40.633125,-89.398529,3,23.045589010869563,2120.194189,72.79880234782608,6697.489816,30.962091,33.726498,100.0,12.9765005,37.061638,293.0,9,9,10,3,31,4,1,15,5,5,0,0,0,2019,25.614615384615384,4.363076923076923,0.0,0.0,0.0,44.19,11.71,0.0,0.0,0.0,IL,13500.0,35.9,8.3,0.7,2.5,11.5
Oregon,44.572021,-122.070938,3,14.137226219565218,1300.6248122,70.02253815217391,6442.07351,19.809813,29.912,100.0,-1.5879999,19.566236,379.0,8,6,5,0,23,14,8,21,3,1,0,1,2,2019,29.58384615384616,9.106153846153846,0.0,0.0,0.0,34.83,10.83,0.0,0.0,0.0,OR,83000.0,35.4,12.8,19.8,15.1,16.6
Kansas,38.5266,-96.726486,3,25.776087445652173,2371.400045,68.70513984782609,6320.872866,34.428497,37.525,100.0,13.724999,22.55475,243.0,2,11,6,6,30,7,6,16,4,4,0,0,0,2019,13.983076923076924,1.2992307692307692,0.0,0.0,0.0,27.28,4.91,0.0,0.0,0.0,KS,7500.0,67.5,33.8,21.8,23.9,1.2
Maryland,39.045753,-76.641273,3,24.29852127173913,2235.463957,73.40478378260869,6753.240108,22.768396,36.804497,100.0,10.2545,25.740402,328.0,12,8,8,5,27,4,0,20,4,4,0,0,0,2019,14.276153846153846,2.520769230769231,0.0,0.0,0.0,97.83,32.77,0.0,0.0,0.0,MD,7500.0,26.7,2.7,0.0,0.3,5.1
Ohio,40.388783,-82.764915,3,22.21830303260869,2044.083879,71.19638428260869,6550.067354,22.553936,32.683,100.0,11.433001,29.410063,324.0,8,6,13,2,25,3,3,27,3,2,0,0,0,2019,11.296153846153846,1.209230769230769,0.0,0.0,0.0,65.78,8.85,0.0,0.0,0.0,OH,19500.0,40.6,23.0,4.2,1.8,5.9
Arkansas,34.969704,-92.373123,3,27.36496327173913,2517.576621,73.7840260326087,6788.130395,21.316135,36.017002,99.70087,17.017,35.224415,278.0,10,11,7,3,19,7,4,18,9,4,0,0,0,2019,8.575384615384616,1.935384615384616,0.5207692307692308,0.0,0.0,41.68,10.52,4.31,0.0,0.0,AR,20000.0,53.2,19.7,6.8,50.5,39.3
New Jersey,40.298904,-74.521011,3,23.32937231521739,2146.302253,71.98670931521738,6622.777257,23.166216,35.313,100.0,9.412999,29.74405,325.0,8,14,7,3,28,5,1,21,3,2,0,0,0,2019,8.837692307692308,0.2115384615384615,0.0,0.0,0.0,66.97,2.75,0.0,0.0,0.0,NJ,16000.0,26.1,2.3,0.3,0.2,0.5
Texas,31.054487,-97.563461,3,28.93891340217392,2662.380033,65.5140297826087,6027.29074,28.373846,37.84,97.921295,17.94,27.277744,185.0,5,3,4,0,31,11,1,23,10,4,0,0,0,2019,44.97307692307693,23.73692307692308,7.021538461538461,1.003076923076923,0.0,74.1,53.42,21.2,3.5,0.0,TX,126000.0,21.9,18.3,4.4,11.5,7.2
Utah,39.32098,-111.093735,3,17.06834344673913,1570.2875971,36.82925516304348,3388.291475,21.434364,27.819,97.47729,-0.28100002,9.918341,122.0,8,5,2,0,26,16,4,15,13,3,0,0,0,2019,27.75153846153846,3.640769230769231,0.0,0.0,0.0,78.19,16.33,0.0,0.0,0.0,UT,24000.0,29.4,4.9,5.5,0.2,4.6
Michigan,44.182205,-84.506836,3,19.33885566847826,1779.1747215,72.15522345652174,6638.280558,32.37799,32.4805,100.0,7.4305,28.193441,309.0,5,11,15,0,28,4,0,24,2,3,0,0,0,2019,29.54769230769231,3.709230769230769,0.0,0.0,0.0,65.84,17.29,0.0,0.0,0.0,MI,94000.0,42.7,16.4,8.7,7.3,2.1
Louisiana,31.169546,-91.867805,3,28.024128467391304,2578.219819,74.03337236956521,6811.070258,36.551968,38.235,100.0,19.085,24.58763,372.0,6,13,7,2,16,3,2,33,6,4,0,0,0,2019,13.001538461538464,3.087692307692308,0.6715384615384615,0.0,0.0,36.19,18.11,4.9,0.0,0.0,LA,42000.0,67.1,66.8,0.4,57.0,2.7
Montana,46.921925,-110.454353,3,13.524567460869566,1244.2602064,62.006264793478266,5704.576361,34.162083,27.436998,100.0,-9.363,18.58759,395.0,12,10,10,0,19,4,4,25,2,3,0,2,1,2019,12.57,3.046923076923077,0.1061538461538461,0.0,0.0,21.78,3.44,0.46,0.0,0.0,MT,147000.0,28.0,10.0,10.6,6.1,4.1
Tennessee,35.747845,-86.692345,3,25.394600271739133,2336.303225,73.57845997826087,6769.218318,24.144167,36.335003,100.0,15.435,25.016071,422.0,8,18,5,5,18,5,4,17,6,6,0,0,0,2019,17.77230769230769,5.145384615384615,0.1484615384615384,0.0,0.0,98.45,60.76,1.93,0.0,0.0,TN,14000.0,51.4,23.3,0.2,9.1,11.5
West Virginia,38.491226,-80.954456,4,9.187324674347826,845.2338700399999,69.1615218478261,6362.86001,38.479603,33.213997,100.0,-9.285999,26.43979,419.0,3,11,4,1,39,4,4,13,0,4,2,1,6,2019,28.61142857142857,9.650000000000002,2.882142857142857,0.0,0.0,99.59,45.74,18.69,0.0,0.0,WV,7500.0,65.8,10.7,1.1,0.4,6.1
Arkansas,34.969704,-92.373123,4,11.31077269021739,1040.5910875,73.27887948913043,6741.656913,28.664682,33.767002,100.0,-6.633,25.477003,289.0,7,10,5,2,35,5,10,6,7,3,2,0,0,2019,16.217142857142857,3.732857142857143,0.5614285714285715,0.0,0.0,45.65,11.77,5.79,0.0,0.0,AR,19000.0,47.7,39.7,1.4,7.8,32.8
Washington,47.400902,-121.490494,4,3.219879525467391,296.228916343,80.32832907608696,7390.206275,21.611996,15.6805,100.0,-10.2695,11.6062565,774.0,4,7,3,0,24,5,5,12,0,2,6,10,14,2019,34.698571428571434,6.938571428571429,0.0,0.0,0.0,87.19,31.91,0.0,0.0,0.0,WA,89000.0,40.3,2.3,0.6,19.6,3.2
New York,42.165726,-74.948051,4,2.008981110217392,184.82626214,77.4343757826087,7123.962572,34.651752,24.76,100.0,-18.689999,21.502361,509.0,3,4,7,2,33,3,1,13,2,4,3,5,12,2019,6.756428571428572,0.0,0.0,0.0,0.0,27.94,0.0,0.0,0.0,0.0,NY,65000.0,33.3,24.8,3.0,8.7,4.0
Iowa,42.011539,-93.210526,4,2.828383179565217,260.21125252,70.78239842391305,6511.980655,43.273434,27.5025,100.0,-18.6475,23.407875,297.0,3,5,3,2,47,1,1,6,3,5,9,1,6,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IA,32000.0,61.0,17.8,5.6,25.2,19.7
North Carolina,35.630066,-79.806419,4,11.709208762826083,1077.24720618,72.17784135869564,6640.361405,27.238943,35.198,100.0,-4.802,31.338587,345.0,2,10,13,1,37,1,8,16,3,1,0,0,0,2019,32.43642857142857,14.91642857142857,2.210714285714286,0.0,0.0,75.23,57.22,10.83,0.0,0.0,NC,17500.0,44.5,21.0,4.5,2.4,15.7
South Dakota,44.299782,-99.438828,4,-0.3227409486956522,-29.69216728,74.33739317391304,6839.040172,51.72111,22.073502,100.0,-19.2265,17.022816,313.0,2,2,2,0,48,2,2,5,2,0,12,3,12,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SD,189000.0,12.2,6.1,3.2,5.6,11.2
Maine,45.367584,-68.972168,4,1.3518532434782606,124.3704984,73.90456521739131,6799.22,37.017033,18.3115,100.0,-15.8385,28.527422,430.0,6,3,4,1,41,2,1,8,1,1,9,6,9,2019,2.8242857142857143,0.0,0.0,0.0,0.0,12.55,0.0,0.0,0.0,0.0,ME,11500.0,20.5,0.0,0.1,2.5,0.3
Indiana,39.849426,-86.258278,4,6.350391953249999,584.236059699,73.3540845326087,6748.575777,41.556225,31.439499,98.89256,-18.9105,30.825647,314.0,1,4,4,3,37,2,6,21,2,1,4,3,4,2019,22.481428571428573,9.065714285714286,1.0335714285714286,0.0,0.0,65.23,32.59,4.98,0.0,0.0,IN,17500.0,20.7,15.0,2.6,6.7,1.6
South Carolina,33.856892,-80.945007,4,14.349669689130431,1320.1696114,72.21497688043478,6643.777873,28.555965,35.715,100.0,-2.885,30.499119,316.0,6,13,7,2,39,2,4,13,4,2,0,0,0,2019,51.791428571428575,35.69642857142857,13.752857142857142,2.092857142857143,0.0,81.02,67.32,38.3,8.63,0.0,SC,12500.0,56.7,18.4,1.7,3.5,13.1
Colorado,39.059811,-105.311104,4,-2.703362211521739,-248.70932346,57.58942951086957,5298.2275150000005,44.66322,20.0345,100.0,-23.4155,4.0432725,233.0,0,0,0,0,38,8,11,1,4,0,12,3,15,2019,74.53142857142858,51.510714285714286,22.92214285714285,0.0,0.0,88.36,61.85,32.29,0.0,0.0,CO,27000.0,67.7,1.5,0.0,15.3,2.6
Pennsylvania,40.590752,-77.209755,4,5.7117572582282605,525.481667757,74.24879190217392,6830.888855,34.268143,29.62,100.0,-9.58,28.727774,369.0,3,5,7,3,40,2,5,15,2,1,4,0,5,2019,18.037142857142857,0.8507142857142858,0.0,0.0,0.0,55.32,4.12,0.0,0.0,0.0,PA,21000.0,33.2,4.6,1.0,3.2,2.9
Michigan,44.182205,-84.506836,4,1.9263786080434784,177.22683193999998,78.655698,7236.324216,32.682766,22.530499,100.0,-14.8195,32.443657,478.0,3,6,6,2,31,1,1,10,0,0,17,4,11,2019,1.717142857142857,0.1071428571428571,0.0,0.0,0.0,11.54,1.5,0.0,0.0,0.0,MI,84000.0,37.0,9.7,9.2,8.3,3.8
Minnesota,46.39241,-94.63623,4,-1.5811839679347826,-145.46892505,74.69907596739131,6872.314989,37.363766,20.187,100.0,-28.563,29.343887,358.0,3,3,2,0,47,3,0,2,2,2,15,5,8,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MN,97000.0,37.3,7.8,1.2,6.1,4.0
North Dakota,47.528912,-99.784012,4,-2.6872754466304345,-247.22934109,76.50757975,7038.6973370000005,56.01211,21.087,100.0,-27.463001,29.52577,350.0,1,0,1,0,51,0,0,5,1,3,10,5,15,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ND,420000.0,43.0,7.1,1.8,3.7,2.0
Ohio,40.388783,-82.764915,4,5.961238136228261,548.433908533,73.69452940217391,6779.896705,42.694542,30.583,100.0,-16.467001,28.152105,356.0,5,10,4,1,36,1,5,13,2,0,7,3,5,2019,26.50642857142857,7.707857142857143,0.0,0.0,0.0,80.59,26.05,0.0,0.0,0.0,OH,19000.0,33.2,5.6,0.4,0.6,7.6
Georgia,33.040619,-83.643074,4,13.95467640652174,1283.8302294,73.1349442826087,6728.414874,27.381308,35.7595,100.0,-1.3905,30.489128,423.0,11,11,9,2,34,5,3,10,2,5,0,0,0,2019,61.08642857142858,44.43071428571428,18.267857142857142,2.891428571428572,0.0,100.0,97.96,84.37,16.12,0.0,GA,119000.0,34.3,18.2,5.6,9.1,4.4
Utah,39.32098,-111.093735,4,-1.148119547826087,-105.6269984,55.41843844565217,5098.496337,30.61482,16.269001,100.0,-18.981,10.229674,311.0,0,0,0,0,30,15,17,0,1,0,9,8,12,2019,79.38,55.92357142857143,30.458571428571428,0.29,0.0,84.61,64.47,42.59,2.03,0.0,UT,30000.0,22.1,2.0,2.0,10.3,0.3
Maryland,39.045753,-76.641273,4,8.872796976195652,816.29732181,72.26219323913043,6648.121778,29.522196,35.004498,100.0,-6.7955,23.161123,318.0,10,10,8,1,39,6,4,8,1,3,0,1,1,2019,45.70785714285714,20.275,3.2542857142857144,0.0,0.0,100.0,82.76,45.56,0.0,0.0,MD,6500.0,12.6,4.5,1.8,0.0,5.0
Kansas,38.5266,-96.726486,4,6.881929318358695,633.137497289,63.79471261956522,5869.113561,43.482574,30.675001,100.0,-12.875,17.79635,181.0,1,2,8,1,42,6,11,7,3,0,4,2,5,2019,37.96571428571429,13.860714285714286,4.36,0.6857142857142858,0.0,54.66,27.67,8.33,1.6,0.0,KS,4800.0,65.8,15.0,11.9,43.4,14.4
California,36.116203,-119.681564,4,14.093446816304349,1296.5971071,54.81187282608696,5042.6923,21.479664,33.9915,100.0,1.1915,6.2993646,158.0,3,3,4,0,34,8,22,6,8,4,0,0,0,2019,30.74285714285714,1.6314285714285717,0.0021428571428571,0.0,0.0,90.78,3.59,0.01,0.0,0.0,CA,700000.0,40.5,10.9,5.2,11.3,8.0
Massachusetts,42.407211,-71.382439,4,5.215284370434782,479.80616208,74.78752652173912,6880.45244,38.67278,25.306,100.0,-13.4939995,23.789549,460.0,8,4,10,1,32,1,5,14,3,2,2,6,4,2019,20.67,0.0,0.0,0.0,0.0,85.28,0.0,0.0,0.0,0.0,MA,5000.0,7.6,0.2,0.8,0.0,10.7
Wisconsin,44.268543,-89.616508,4,0.677002647826087,62.2842436,75.6852185326087,6963.040105,37.76055,27.1215,100.0,-22.7785,24.370358,385.0,0,5,3,1,46,1,0,6,0,4,10,4,12,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,46000.0,40.0,22.1,14.8,14.1,22.0
Texas,31.054487,-97.563461,4,14.698401142934785,1352.25290515,68.12222759782608,6267.244939,37.71075,34.54,100.0,-2.86,19.84683,287.0,7,7,4,2,34,4,9,18,4,3,0,0,0,2019,57.614285714285714,39.855,15.782142857142857,3.3335714285714286,0.0,68.26,50.39,29.91,9.37,0.0,TX,129000.0,23.1,14.0,4.6,4.9,5.8
Louisiana,31.169546,-91.867805,4,15.513577310869564,1427.2491126,73.71871484782609,6782.121766,30.018473,35.985,100.0,-4.165,28.065018,354.0,10,12,6,4,33,4,6,14,2,1,0,0,0,2019,35.472857142857144,8.861428571428572,1.7342857142857144,0.0,0.0,64.17,20.95,6.75,0.0,0.0,LA,41000.0,33.0,18.5,3.5,0.7,6.1
Tennessee,35.747845,-86.692345,4,10.792291564130435,992.8908239,73.91248883695651,6799.948973,35.09954,35.585003,100.0,-7.565,21.5801,398.0,2,15,4,3,31,5,6,15,5,2,1,0,3,2019,25.86285714285714,15.025,4.171428571428572,0.3114285714285714,0.0,100.0,66.97,16.8,2.14,0.0,TN,11000.0,66.6,53.5,0.0,33.6,9.1
Missouri,38.456085,-92.288368,4,7.373569510597826,678.368394975,71.64165989130436,6591.03271,35.647274,32.573997,100.0,-11.926,16.098175,295.0,13,2,3,4,40,6,6,7,2,3,0,2,4,2019,3.7857142857142856,0.1621428571428571,0.0,0.0,0.0,23.16,1.31,0.0,0.0,0.0,MO,9000.0,19.2,5.9,0.2,0.1,1.5
Kentucky,37.66814,-84.670067,4,9.004515508728261,828.4154268030001,73.35278989130434,6748.45667,31.293089,34.364998,100.0,-8.635,18.042505,364.0,3,15,3,1,43,9,4,8,1,1,3,1,0,2019,31.88,18.047857142857143,7.142857142857143,0.6507142857142857,0.0,100.0,91.66,58.25,4.03,0.0,KY,8500.0,33.0,20.1,0.2,5.3,12.0
